,,,,,,,,,,,,
"Measure category",Measure_Type,Pre_Main_Heating_Source,Post_Main_Heating_Source,"Total Floor Area Band ","Starting Band","Average Treatable Factor","Cost Savings","SAP Savings",,,,
Boiler,B_Upgrade_nopreHCs,"Gas Back Boiler to Radiators","Fuel Cell mCHP",73-97,High_E,0.96,610.8,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Gas Back Boiler to Radiators","Fuel Cell mCHP",73-97,Low_E,0.96,726.3,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Gas Back Boiler to Radiators","Fuel Cell mCHP",73-97,High_F,0.96,888.6,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Gas Back Boiler to Radiators","Fuel Cell mCHP",73-97,Low_F,0.96,1069.6,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Gas Back Boiler to Radiators","Fuel Cell mCHP",73-97,High_G,0.96,1323.6,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Gas Back Boiler to Radiators","Fuel Cell mCHP",73-97,Low_G,0.96,1614.1,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Gas Back Boiler to Radiators","Fuel Cell mCHP",98-199,High_D,0.96,416.8,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Gas Back Boiler to Radiators","Fuel Cell mCHP",98-199,Low_D,0.96,515,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Gas Back Boiler to Radiators","Fuel Cell mCHP",98-199,High_E,0.96,634.9,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Gas Back Boiler to Radiators","Fuel Cell mCHP",98-199,Low_E,0.96,750,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Gas Back Boiler to Radiators","Fuel Cell mCHP",98-199,High_F,0.96,911.7,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Gas Back Boiler to Radiators","Fuel Cell mCHP",98-199,Low_F,0.96,1092.1,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Gas Back Boiler to Radiators","Fuel Cell mCHP",98-199,High_G,0.96,1345.3,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Gas Back Boiler to Radiators","Fuel Cell mCHP",98-199,Low_G,0.96,1634.8,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Gas Back Boiler to Radiators","Fuel Cell mCHP",200+,High_D,0.96,742.4,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Gas Back Boiler to Radiators","Fuel Cell mCHP",200+,Low_D,0.96,898,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Gas Back Boiler to Radiators","Fuel Cell mCHP",200+,High_E,0.96,1091.8,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Gas Back Boiler to Radiators","Fuel Cell mCHP",200+,Low_E,0.96,1278,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Gas Back Boiler to Radiators","Fuel Cell mCHP",200+,High_F,0.96,1539.5,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Gas Back Boiler to Radiators","Fuel Cell mCHP",200+,Low_F,0.96,1831.2,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Gas Back Boiler to Radiators","Fuel Cell mCHP",200+,High_G,0.96,2240.6,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Gas Back Boiler to Radiators","Fuel Cell mCHP",200+,Low_G,0.96,2708.7,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Non Condensing Gas Boiler","Fuel Cell mCHP",0-72,High_D,0.96,366,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Non Condensing Gas Boiler","Fuel Cell mCHP",0-72,Low_D,0.96,463.5,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Non Condensing Gas Boiler","Fuel Cell mCHP",0-72,High_E,0.96,582.5,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Non Condensing Gas Boiler","Fuel Cell mCHP",0-72,Low_E,0.96,696.8,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Non Condensing Gas Boiler","Fuel Cell mCHP",0-72,High_F,0.96,857.3,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Non Condensing Gas Boiler","Fuel Cell mCHP",0-72,Low_F,0.96,1036.4,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Non Condensing Gas Boiler","Fuel Cell mCHP",0-72,High_G,0.96,1287.7,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Non Condensing Gas Boiler","Fuel Cell mCHP",0-72,Low_G,0.96,1575,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Non Condensing Gas Boiler","Fuel Cell mCHP",73-97,High_D,0.96,371.2,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Non Condensing Gas Boiler","Fuel Cell mCHP",73-97,Low_D,0.96,464.4,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Non Condensing Gas Boiler","Fuel Cell mCHP",73-97,High_E,0.96,578.3,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Non Condensing Gas Boiler","Fuel Cell mCHP",73-97,Low_E,0.96,687.7,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Non Condensing Gas Boiler","Fuel Cell mCHP",73-97,High_F,0.96,841.3,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Non Condensing Gas Boiler","Fuel Cell mCHP",73-97,Low_F,0.96,1012.7,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Non Condensing Gas Boiler","Fuel Cell mCHP",73-97,High_G,0.96,1253.2,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Non Condensing Gas Boiler","Fuel Cell mCHP",73-97,Low_G,0.96,1528.2,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Non Condensing Gas Boiler","Fuel Cell mCHP",98-199,High_D,0.96,382.4,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Non Condensing Gas Boiler","Fuel Cell mCHP",98-199,Low_D,0.96,472.5,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Non Condensing Gas Boiler","Fuel Cell mCHP",98-199,High_E,0.96,582.5,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Non Condensing Gas Boiler","Fuel Cell mCHP",98-199,Low_E,0.96,688.1,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Non Condensing Gas Boiler","Fuel Cell mCHP",98-199,High_F,0.96,836.5,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Non Condensing Gas Boiler","Fuel Cell mCHP",98-199,Low_F,0.96,1002,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Non Condensing Gas Boiler","Fuel Cell mCHP",98-199,High_G,0.96,1234.3,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Non Condensing Gas Boiler","Fuel Cell mCHP",98-199,Low_G,0.96,1499.9,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Non Condensing Gas Boiler","Fuel Cell mCHP",200+,High_D,0.96,664.6,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Non Condensing Gas Boiler","Fuel Cell mCHP",200+,Low_D,0.96,803.8,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Non Condensing Gas Boiler","Fuel Cell mCHP",200+,High_E,0.96,977.3,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Non Condensing Gas Boiler","Fuel Cell mCHP",200+,Low_E,0.96,1144,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Non Condensing Gas Boiler","Fuel Cell mCHP",200+,High_F,0.96,1378.1,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Non Condensing Gas Boiler","Fuel Cell mCHP",200+,Low_F,0.96,1639.2,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Non Condensing Gas Boiler","Fuel Cell mCHP",200+,High_G,0.96,2005.7,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Non Condensing Gas Boiler","Fuel Cell mCHP",200+,Low_G,0.96,2424.7,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Condensing Gas Boiler","Fuel Cell mCHP",0-72,High_D,0.96,347,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Condensing Gas Boiler","Fuel Cell mCHP",0-72,Low_D,0.96,439.4,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Condensing Gas Boiler","Fuel Cell mCHP",0-72,High_E,0.96,552.2,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Condensing Gas Boiler","Fuel Cell mCHP",0-72,Low_E,0.96,660.6,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Condensing Gas Boiler","Fuel Cell mCHP",0-72,High_F,0.96,812.8,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Condensing Gas Boiler","Fuel Cell mCHP",0-72,Low_F,0.96,982.5,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Condensing Gas Boiler","Fuel Cell mCHP",0-72,High_G,0.96,1220.7,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Condensing Gas Boiler","Fuel Cell mCHP",0-72,Low_G,0.96,1493.2,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Condensing Gas Boiler","Fuel Cell mCHP",73-97,High_D,0.96,341,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Condensing Gas Boiler","Fuel Cell mCHP",73-97,Low_D,0.96,426.8,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Condensing Gas Boiler","Fuel Cell mCHP",73-97,High_E,0.96,531.4,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Condensing Gas Boiler","Fuel Cell mCHP",73-97,Low_E,0.96,631.9,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Condensing Gas Boiler","Fuel Cell mCHP",73-97,High_F,0.96,773.1,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Condensing Gas Boiler","Fuel Cell mCHP",73-97,Low_F,0.96,930.5,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Condensing Gas Boiler","Fuel Cell mCHP",73-97,High_G,0.96,1151.5,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Condensing Gas Boiler","Fuel Cell mCHP",73-97,Low_G,0.96,1404.2,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Condensing Gas Boiler","Fuel Cell mCHP",98-199,High_D,0.96,332.8,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Condensing Gas Boiler","Fuel Cell mCHP",98-199,Low_D,0.96,411.2,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Condensing Gas Boiler","Fuel Cell mCHP",98-199,High_E,0.96,506.8,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Condensing Gas Boiler","Fuel Cell mCHP",98-199,Low_E,0.96,598.8,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Condensing Gas Boiler","Fuel Cell mCHP",98-199,High_F,0.96,727.9,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Condensing Gas Boiler","Fuel Cell mCHP",98-199,Low_F,0.96,871.9,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Condensing Gas Boiler","Fuel Cell mCHP",98-199,High_G,0.96,1074,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Condensing Gas Boiler","Fuel Cell mCHP",98-199,Low_G,0.96,1305.1,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Condensing Gas Boiler","Fuel Cell mCHP",200+,High_D,0.96,552.1,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Condensing Gas Boiler","Fuel Cell mCHP",200+,Low_D,0.96,667.8,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Condensing Gas Boiler","Fuel Cell mCHP",200+,High_E,0.96,812,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Condensing Gas Boiler","Fuel Cell mCHP",200+,Low_E,0.96,950.4,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Condensing Gas Boiler","Fuel Cell mCHP",200+,High_F,0.96,1144.9,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Condensing Gas Boiler","Fuel Cell mCHP",200+,Low_F,0.96,1361.8,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Condensing Gas Boiler","Fuel Cell mCHP",200+,High_G,0.96,1666.3,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Condensing Gas Boiler","Fuel Cell mCHP",200+,Low_G,0.96,2014.4,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Condensing Gas Boiler","Biomass Boiler",0-72,High_D,0.96,0,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Condensing Gas Boiler","Biomass Boiler",0-72,Low_D,0.96,0,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Condensing Gas Boiler","Biomass Boiler",0-72,High_E,0.96,0,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Condensing Gas Boiler","Biomass Boiler",0-72,Low_E,0.96,0,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Condensing Gas Boiler","Biomass Boiler",0-72,High_F,0.96,0,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Condensing Gas Boiler","Biomass Boiler",0-72,Low_F,0.96,0,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Condensing Gas Boiler","Biomass Boiler",0-72,High_G,0.96,0,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Condensing Gas Boiler","Biomass Boiler",0-72,Low_G,0.96,0,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Condensing Gas Boiler","Biomass Boiler",73-97,High_D,0.96,0,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Condensing Gas Boiler","Biomass Boiler",73-97,Low_D,0.96,0,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Condensing Gas Boiler","Biomass Boiler",73-97,High_E,0.96,0,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Condensing Gas Boiler","Biomass Boiler",73-97,Low_E,0.96,0,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Condensing Gas Boiler","Biomass Boiler",73-97,High_F,0.96,0,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Condensing Gas Boiler","Biomass Boiler",73-97,Low_F,0.96,0,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Condensing Gas Boiler","Biomass Boiler",73-97,High_G,0.96,0,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Condensing Gas Boiler","Biomass Boiler",73-97,Low_G,0.96,0,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Condensing Gas Boiler","Biomass Boiler",98-199,High_D,0.96,0,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Condensing Gas Boiler","Biomass Boiler",98-199,Low_D,0.96,0,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Condensing Gas Boiler","Biomass Boiler",98-199,High_E,0.96,0,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Condensing Gas Boiler","Biomass Boiler",98-199,Low_E,0.96,0,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Condensing Gas Boiler","Biomass Boiler",98-199,High_F,0.96,0,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Condensing Gas Boiler","Biomass Boiler",98-199,Low_F,0.96,0,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Condensing Gas Boiler","Biomass Boiler",98-199,High_G,0.96,0,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Condensing Gas Boiler","Biomass Boiler",98-199,Low_G,0.96,0,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Condensing Gas Boiler","Biomass Boiler",200+,High_D,0.96,0,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Condensing Gas Boiler","Biomass Boiler",200+,Low_D,0.96,0,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Condensing Gas Boiler","Biomass Boiler",200+,High_E,0.96,0,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Condensing Gas Boiler","Biomass Boiler",200+,Low_E,0.96,0,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Condensing Gas Boiler","Biomass Boiler",200+,High_F,0.96,0,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Condensing Gas Boiler","Biomass Boiler",200+,Low_F,0.96,0,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Condensing Gas Boiler","Biomass Boiler",200+,High_G,0.96,0,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Condensing Gas Boiler","Biomass Boiler",200+,Low_G,0.96,0,N/A,,,,
Boiler,B_First_Time_CH,"Electric Room Heaters","Fuel Cell mCHP",0-72,High_D,0.96,426.9,N/A,,,,
Boiler,B_First_Time_CH,"Electric Room Heaters","Fuel Cell mCHP",0-72,Low_D,0.96,543.3,N/A,,,,
Boiler,B_First_Time_CH,"Electric Room Heaters","Fuel Cell mCHP",0-72,High_E,0.96,685.4,N/A,,,,
Boiler,B_First_Time_CH,"Electric Room Heaters","Fuel Cell mCHP",0-72,Low_E,0.96,821.9,N/A,,,,
Boiler,B_First_Time_CH,"Electric Room Heaters","Fuel Cell mCHP",0-72,High_F,0.96,1013.6,N/A,,,,
Boiler,B_First_Time_CH,"Electric Room Heaters","Fuel Cell mCHP",0-72,Low_F,0.96,1227.5,N/A,,,,
Boiler,B_First_Time_CH,"Electric Room Heaters","Fuel Cell mCHP",0-72,High_G,0.96,1527.6,N/A,,,,
Boiler,B_First_Time_CH,"Electric Room Heaters","Fuel Cell mCHP",0-72,Low_G,0.96,1870.8,N/A,,,,
Boiler,B_First_Time_CH,"Electric Room Heaters","Fuel Cell mCHP",73-97,High_D,0.96,470.9,N/A,,,,
Boiler,B_First_Time_CH,"Electric Room Heaters","Fuel Cell mCHP",73-97,Low_D,0.96,592.4,N/A,,,,
Boiler,B_First_Time_CH,"Electric Room Heaters","Fuel Cell mCHP",73-97,High_E,0.96,740.9,N/A,,,,
Boiler,B_First_Time_CH,"Electric Room Heaters","Fuel Cell mCHP",73-97,Low_E,0.96,883.4,N/A,,,,
Boiler,B_First_Time_CH,"Electric Room Heaters","Fuel Cell mCHP",73-97,High_F,0.96,1083.7,N/A,,,,
Boiler,B_First_Time_CH,"Electric Room Heaters","Fuel Cell mCHP",73-97,Low_F,0.96,1307,N/A,,,,
Boiler,B_First_Time_CH,"Electric Room Heaters","Fuel Cell mCHP",73-97,High_G,0.96,1620.5,N/A,,,,
Boiler,B_First_Time_CH,"Electric Room Heaters","Fuel Cell mCHP",73-97,Low_G,0.96,1979,N/A,,,,
Boiler,B_First_Time_CH,"Electric Room Heaters","Fuel Cell mCHP",98-199,High_D,0.96,552.6,N/A,,,,
Boiler,B_First_Time_CH,"Electric Room Heaters","Fuel Cell mCHP",98-199,Low_D,0.96,686.4,N/A,,,,
Boiler,B_First_Time_CH,"Electric Room Heaters","Fuel Cell mCHP",98-199,High_E,0.96,849.8,N/A,,,,
Boiler,B_First_Time_CH,"Electric Room Heaters","Fuel Cell mCHP",98-199,Low_E,0.96,1006.8,N/A,,,,
Boiler,B_First_Time_CH,"Electric Room Heaters","Fuel Cell mCHP",98-199,High_F,0.96,1227.2,N/A,,,,
Boiler,B_First_Time_CH,"Electric Room Heaters","Fuel Cell mCHP",98-199,Low_F,0.96,1473.1,N/A,,,,
Boiler,B_First_Time_CH,"Electric Room Heaters","Fuel Cell mCHP",98-199,High_G,0.96,1818.2,N/A,,,,
Boiler,B_First_Time_CH,"Electric Room Heaters","Fuel Cell mCHP",98-199,Low_G,0.96,2212.8,N/A,,,,
Boiler,B_First_Time_CH,"Electric Room Heaters","Fuel Cell mCHP",200+,High_D,0.96,1067.1,N/A,,,,
Boiler,B_First_Time_CH,"Electric Room Heaters","Fuel Cell mCHP",200+,Low_D,0.96,1294.5,N/A,,,,
Boiler,B_First_Time_CH,"Electric Room Heaters","Fuel Cell mCHP",200+,High_E,0.96,1577.8,N/A,,,,
Boiler,B_First_Time_CH,"Electric Room Heaters","Fuel Cell mCHP",200+,Low_E,0.96,1849.9,N/A,,,,
Boiler,B_First_Time_CH,"Electric Room Heaters","Fuel Cell mCHP",200+,High_F,0.96,2232.1,N/A,,,,
Boiler,B_First_Time_CH,"Electric Room Heaters","Fuel Cell mCHP",200+,Low_F,0.96,2658.4,N/A,,,,
Boiler,B_First_Time_CH,"Electric Room Heaters","Fuel Cell mCHP",200+,High_G,0.96,3256.8,N/A,,,,
Boiler,B_First_Time_CH,"Electric Room Heaters","Fuel Cell mCHP",200+,Low_G,0.96,3941,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","Fuel Cell mCHP",0-72,High_D,0.96,380.3,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","Fuel Cell mCHP",0-72,Low_D,0.96,486,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","Fuel Cell mCHP",0-72,High_E,0.96,615.1,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","Fuel Cell mCHP",0-72,Low_E,0.96,739.1,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","Fuel Cell mCHP",0-72,High_F,0.96,913.3,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","Fuel Cell mCHP",0-72,Low_F,0.96,1107.5,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","Fuel Cell mCHP",0-72,High_G,0.96,1380.1,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","Fuel Cell mCHP",0-72,Low_G,0.96,1691.9,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","Fuel Cell mCHP",73-97,High_D,0.96,399.2,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","Fuel Cell mCHP",73-97,Low_D,0.96,504.9,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","Fuel Cell mCHP",73-97,High_E,0.96,633.8,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","Fuel Cell mCHP",73-97,Low_E,0.96,757.7,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","Fuel Cell mCHP",73-97,High_F,0.96,931.7,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","Fuel Cell mCHP",73-97,Low_F,0.96,1125.7,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","Fuel Cell mCHP",73-97,High_G,0.96,1398.1,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","Fuel Cell mCHP",73-97,Low_G,0.96,1709.5,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","Fuel Cell mCHP",98-199,High_D,0.96,438,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","Fuel Cell mCHP",98-199,Low_D,0.96,547.2,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","Fuel Cell mCHP",98-199,High_E,0.96,680.5,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","Fuel Cell mCHP",98-199,Low_E,0.96,808.5,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","Fuel Cell mCHP",98-199,High_F,0.96,988.4,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","Fuel Cell mCHP",98-199,Low_F,0.96,1188.9,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","Fuel Cell mCHP",98-199,High_G,0.96,1470.5,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","Fuel Cell mCHP",98-199,Low_G,0.96,1792.4,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","Fuel Cell mCHP",200+,High_D,0.96,818.7,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","Fuel Cell mCHP",200+,Low_D,0.96,996.4,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","Fuel Cell mCHP",200+,High_E,0.96,1217.9,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","Fuel Cell mCHP",200+,Low_E,0.96,1430.6,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","Fuel Cell mCHP",200+,High_F,0.96,1729.3,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","Fuel Cell mCHP",200+,Low_F,0.96,2062.5,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","Fuel Cell mCHP",200+,High_G,0.96,2530.2,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Electric Storage Heaters Responsiveness <=0.2","Fuel Cell mCHP",200+,Low_G,0.96,3064.9,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Electric Boiler","Fuel Cell mCHP",0-72,High_D,0.96,428.9,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Electric Boiler","Fuel Cell mCHP",0-72,Low_D,0.96,545.4,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Electric Boiler","Fuel Cell mCHP",0-72,High_E,0.96,687.5,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Electric Boiler","Fuel Cell mCHP",0-72,Low_E,0.96,824,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Electric Boiler","Fuel Cell mCHP",0-72,High_F,0.96,1015.7,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Electric Boiler","Fuel Cell mCHP",0-72,Low_F,0.96,1229.6,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Electric Boiler","Fuel Cell mCHP",0-72,High_G,0.96,1529.7,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Electric Boiler","Fuel Cell mCHP",0-72,Low_G,0.96,1872.9,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Electric Boiler","Fuel Cell mCHP",73-97,High_D,0.96,473.4,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Electric Boiler","Fuel Cell mCHP",73-97,Low_D,0.96,595,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Electric Boiler","Fuel Cell mCHP",73-97,High_E,0.96,743.4,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Electric Boiler","Fuel Cell mCHP",73-97,Low_E,0.96,886,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Electric Boiler","Fuel Cell mCHP",73-97,High_F,0.96,1086.3,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Electric Boiler","Fuel Cell mCHP",73-97,Low_F,0.96,1309.6,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Electric Boiler","Fuel Cell mCHP",73-97,High_G,0.96,1623.1,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Electric Boiler","Fuel Cell mCHP",73-97,Low_G,0.96,1981.6,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Electric Boiler","Fuel Cell mCHP",98-199,High_D,0.96,555.7,N/A,,,,
Boiler,B_Upgrade_nopreHCs,"Electric Boiler","Fuel Cell mCHP",98-199,Low_D,0.96,689.5,N/A,,,,
