,,,,,,
"Measure category",Measure_Type,Pre_Main_Heating_Source,"Total Floor Area Band ","Starting Band","Average Treatable Factor","Cost Savings"
"Other Heating",P&RT,"Condensing LPG Boiler",0-72,High_G,1,202.9
"Other Heating",P&RT,"Condensing LPG Boiler",0-72,Low_G,1,237.5
"Other Heating",P&RT,"Condensing LPG Boiler",73-97,High_D,1,83.3
"Other Heating",P&RT,"Condensing LPG Boiler",73-97,Low_D,1,94.9
"Other Heating",P&RT,"Condensing LPG Boiler",73-97,High_E,1,113.1
"Other Heating",P&RT,"Condensing LPG Boiler",73-97,Low_E,1,134.1
"Other Heating",P&RT,"Condensing LPG Boiler",73-97,High_F,1,164.3
"Other Heating",P&RT,"Condensing LPG Boiler",73-97,Low_F,1,198
"Other Heating",P&RT,"Condensing LPG Boiler",73-97,High_G,1,243.9
"Other Heating",P&RT,"Condensing LPG Boiler",73-97,Low_G,1,293.8
"Other Heating",P&RT,"Condensing LPG Boiler",98-199,High_D,1,94.3
"Other Heating",P&RT,"Condensing LPG Boiler",98-199,Low_D,1,106.5
"Other Heating",P&RT,"Condensing LPG Boiler",98-199,High_E,1,125.9
"Other Heating",P&RT,"Condensing LPG Boiler",98-199,Low_E,1,148.4
"Other Heating",P&RT,"Condensing LPG Boiler",98-199,High_F,1,181
"Other Heating",P&RT,"Condensing LPG Boiler",98-199,Low_F,1,217.4
"Other Heating",P&RT,"Condensing LPG Boiler",98-199,High_G,1,267.1
"Other Heating",P&RT,"Condensing LPG Boiler",98-199,Low_G,1,321.3
"Other Heating",P&RT,"Condensing LPG Boiler",200+,High_D,1,175.8
"Other Heating",P&RT,"Condensing LPG Boiler",200+,Low_D,1,197.5
"Other Heating",P&RT,"Condensing LPG Boiler",200+,High_E,1,232.4
"Other Heating",P&RT,"Condensing LPG Boiler",200+,Low_E,1,273.3
"Other Heating",P&RT,"Condensing LPG Boiler",200+,High_F,1,332.9
"Other Heating",P&RT,"Condensing LPG Boiler",200+,Low_F,1,399.6
"Other Heating",P&RT,"Condensing LPG Boiler",200+,High_G,1,491.2
"Other Heating",P&RT,"Condensing LPG Boiler",200+,Low_G,1,591.2
"Other Heating",P&RT,"Non Condensing Oil Boiler",0-72,High_D,1,91.4
"Other Heating",P&RT,"Non Condensing Oil Boiler",0-72,Low_D,1,103.7
"Other Heating",P&RT,"Non Condensing Oil Boiler",0-72,High_E,1,120.4
"Other Heating",P&RT,"Non Condensing Oil Boiler",0-72,Low_E,1,137.6
"Other Heating",P&RT,"Non Condensing Oil Boiler",0-72,High_F,1,160.1
"Other Heating",P&RT,"Non Condensing Oil Boiler",0-72,Low_F,1,183.4
"Other Heating",P&RT,"Non Condensing Oil Boiler",0-72,High_G,1,213.1
"Other Heating",P&RT,"Non Condensing Oil Boiler",0-72,Low_G,1,243.9
"Other Heating",P&RT,"Non Condensing Oil Boiler",73-97,High_D,1,96
"Other Heating",P&RT,"Non Condensing Oil Boiler",73-97,Low_D,1,109.9
"Other Heating",P&RT,"Non Condensing Oil Boiler",73-97,High_E,1,129.7
"Other Heating",P&RT,"Non Condensing Oil Boiler",73-97,Low_E,1,151
"Other Heating",P&RT,"Non Condensing Oil Boiler",73-97,High_F,1,180.1
"Other Heating",P&RT,"Non Condensing Oil Boiler",73-97,Low_F,1,211.1
"Other Heating",P&RT,"Non Condensing Oil Boiler",73-97,High_G,1,251.9
"Other Heating",P&RT,"Non Condensing Oil Boiler",73-97,Low_G,1,295
"Other Heating",P&RT,"Non Condensing Oil Boiler",98-199,High_D,1,103.4
"Other Heating",P&RT,"Non Condensing Oil Boiler",98-199,Low_D,1,117.5
"Other Heating",P&RT,"Non Condensing Oil Boiler",98-199,High_E,1,138.3
"Other Heating",P&RT,"Non Condensing Oil Boiler",98-199,Low_E,1,161.3
"Other Heating",P&RT,"Non Condensing Oil Boiler",98-199,High_F,1,193.3
"Other Heating",P&RT,"Non Condensing Oil Boiler",98-199,Low_F,1,228
"Other Heating",P&RT,"Non Condensing Oil Boiler",98-199,High_G,1,274.3
"Other Heating",P&RT,"Non Condensing Oil Boiler",98-199,Low_G,1,323.8
"Other Heating",P&RT,"Non Condensing Oil Boiler",200+,High_D,1,183.8
"Other Heating",P&RT,"Non Condensing Oil Boiler",200+,Low_D,1,209.8
"Other Heating",P&RT,"Non Condensing Oil Boiler",200+,High_E,1,248.2
"Other Heating",P&RT,"Non Condensing Oil Boiler",200+,Low_E,1,290.7
"Other Heating",P&RT,"Non Condensing Oil Boiler",200+,High_F,1,349.9
"Other Heating",P&RT,"Non Condensing Oil Boiler",200+,Low_F,1,414.2
"Other Heating",P&RT,"Non Condensing Oil Boiler",200+,High_G,1,500.1
"Other Heating",P&RT,"Non Condensing Oil Boiler",200+,Low_G,1,591.9
"Other Heating",P&RT,"Condensing Oil Boiler",0-72,High_D,1,86.6
"Other Heating",P&RT,"Condensing Oil Boiler",0-72,Low_D,1,98.4
"Other Heating",P&RT,"Condensing Oil Boiler",0-72,High_E,1,113.9
"Other Heating",P&RT,"Condensing Oil Boiler",0-72,Low_E,1,129.6
"Other Heating",P&RT,"Condensing Oil Boiler",0-72,High_F,1,149.7
"Other Heating",P&RT,"Condensing Oil Boiler",0-72,Low_F,1,170.1
"Other Heating",P&RT,"Condensing Oil Boiler",0-72,High_G,1,195.7
"Other Heating",P&RT,"Condensing Oil Boiler",0-72,Low_G,1,221.8
"Other Heating",P&RT,"Condensing Oil Boiler",73-97,High_D,1,92.5
"Other Heating",P&RT,"Condensing Oil Boiler",73-97,Low_D,1,106.2
"Other Heating",P&RT,"Condensing Oil Boiler",73-97,High_E,1,125.2
"Other Heating",P&RT,"Condensing Oil Boiler",73-97,Low_E,1,145.1
"Other Heating",P&RT,"Condensing Oil Boiler",73-97,High_F,1,171.7
"Other Heating",P&RT,"Condensing Oil Boiler",73-97,Low_F,1,199.6
"Other Heating",P&RT,"Condensing Oil Boiler",73-97,High_G,1,235.8
"Other Heating",P&RT,"Condensing Oil Boiler",73-97,Low_G,1,273.5
"Other Heating",P&RT,"Condensing Oil Boiler",98-199,High_D,1,96.7
"Other Heating",P&RT,"Condensing Oil Boiler",98-199,Low_D,1,110.5
"Other Heating",P&RT,"Condensing Oil Boiler",98-199,High_E,1,130.2
"Other Heating",P&RT,"Condensing Oil Boiler",98-199,Low_E,1,151.4
"Other Heating",P&RT,"Condensing Oil Boiler",98-199,High_F,1,180.2
"Other Heating",P&RT,"Condensing Oil Boiler",98-199,Low_F,1,210.8
"Other Heating",P&RT,"Condensing Oil Boiler",98-199,High_G,1,251.2
"Other Heating",P&RT,"Condensing Oil Boiler",98-199,Low_G,1,293.8
"Other Heating",P&RT,"Condensing Oil Boiler",200+,High_D,1,179.2
"Other Heating",P&RT,"Condensing Oil Boiler",200+,Low_D,1,204.9
"Other Heating",P&RT,"Condensing Oil Boiler",200+,High_E,1,241.4
"Other Heating",P&RT,"Condensing Oil Boiler",200+,Low_E,1,280.5
"Other Heating",P&RT,"Condensing Oil Boiler",200+,High_F,1,333.7
"Other Heating",P&RT,"Condensing Oil Boiler",200+,Low_F,1,390.2
"Other Heating",P&RT,"Condensing Oil Boiler",200+,High_G,1,464.5
"Other Heating",P&RT,"Condensing Oil Boiler",200+,Low_G,1,542.9
"Other Heating",P&RT,"Electric Boiler",0-72,High_D,1,33.3
"Other Heating",P&RT,"Electric Boiler",0-72,Low_D,1,38.5
"Other Heating",P&RT,"Electric Boiler",0-72,High_E,1,45.4
"Other Heating",P&RT,"Electric Boiler",0-72,Low_E,1,52.4
"Other Heating",P&RT,"Electric Boiler",0-72,High_F,1,61.3
"Other Heating",P&RT,"Electric Boiler",0-72,Low_F,1,70.4
"Other Heating",P&RT,"Electric Boiler",0-72,High_G,1,81.8
"Other Heating",P&RT,"Electric Boiler",0-72,Low_G,1,93.5
"Other Heating",P&RT,"Electric Boiler",73-97,High_D,1,37.3
"Other Heating",P&RT,"Electric Boiler",73-97,Low_D,1,43.9
"Other Heating",P&RT,"Electric Boiler",73-97,High_E,1,53.1
"Other Heating",P&RT,"Electric Boiler",73-97,Low_E,1,62.9
"Other Heating",P&RT,"Electric Boiler",73-97,High_F,1,76.1
"Other Heating",P&RT,"Electric Boiler",73-97,Low_F,1,90
"Other Heating",P&RT,"Electric Boiler",73-97,High_G,1,108.1
"Other Heating",P&RT,"Electric Boiler",73-97,Low_G,1,127.2
"Other Heating",P&RT,"Electric Boiler",98-199,High_D,1,44.5
"Other Heating",P&RT,"Electric Boiler",98-199,Low_D,1,51.9
"Other Heating",P&RT,"Electric Boiler",98-199,High_E,1,62.2
"Other Heating",P&RT,"Electric Boiler",98-199,Low_E,1,73.1
"Other Heating",P&RT,"Electric Boiler",98-199,High_F,1,87.8
"Other Heating",P&RT,"Electric Boiler",98-199,Low_F,1,103.4
"Other Heating",P&RT,"Electric Boiler",98-199,High_G,1,123.7
"Other Heating",P&RT,"Electric Boiler",98-199,Low_G,1,145
"Other Heating",P&RT,"Electric Boiler",200+,High_D,1,84
"Other Heating",P&RT,"Electric Boiler",200+,Low_D,1,97.6
"Other Heating",P&RT,"Electric Boiler",200+,High_E,1,117
"Other Heating",P&RT,"Electric Boiler",200+,Low_E,1,138
"Other Heating",P&RT,"Electric Boiler",200+,High_F,1,166.5
"Other Heating",P&RT,"Electric Boiler",200+,Low_F,1,196.9
"Other Heating",P&RT,"Electric Boiler",200+,High_G,1,237
"Other Heating",P&RT,"Electric Boiler",200+,Low_G,1,279.4
"Other Heating",P&RT,"Solid Fossil Boiler",0-72,High_D,1,42.8
"Other Heating",P&RT,"Solid Fossil Boiler",0-72,Low_D,1,48.6
"Other Heating",P&RT,"Solid Fossil Boiler",0-72,High_E,1,56.3
"Other Heating",P&RT,"Solid Fossil Boiler",0-72,Low_E,1,64
"Other Heating",P&RT,"Solid Fossil Boiler",0-72,High_F,1,73.8
"Other Heating",P&RT,"Solid Fossil Boiler",0-72,Low_F,1,83.7
"Other Heating",P&RT,"Solid Fossil Boiler",0-72,High_G,1,96.1
"Other Heating",P&RT,"Solid Fossil Boiler",0-72,Low_G,1,108.7
"Other Heating",P&RT,"Solid Fossil Boiler",73-97,High_D,1,44.4
"Other Heating",P&RT,"Solid Fossil Boiler",73-97,Low_D,1,51.1
"Other Heating",P&RT,"Solid Fossil Boiler",73-97,High_E,1,60.5
"Other Heating",P&RT,"Solid Fossil Boiler",73-97,Low_E,1,70.6
"Other Heating",P&RT,"Solid Fossil Boiler",73-97,High_F,1,84.3
"Other Heating",P&RT,"Solid Fossil Boiler",73-97,Low_F,1,98.8
"Other Heating",P&RT,"Solid Fossil Boiler",73-97,High_G,1,117.9
"Other Heating",P&RT,"Solid Fossil Boiler",73-97,Low_G,1,138.1
"Other Heating",P&RT,"Solid Fossil Boiler",98-199,High_D,1,50
"Other Heating",P&RT,"Solid Fossil Boiler",98-199,Low_D,1,57.3
"Other Heating",P&RT,"Solid Fossil Boiler",98-199,High_E,1,67.7
"Other Heating",P&RT,"Solid Fossil Boiler",98-199,Low_E,1,78.9
"Other Heating",P&RT,"Solid Fossil Boiler",98-199,High_F,1,94.2
"Other Heating",P&RT,"Solid Fossil Boiler",98-199,Low_F,1,110.4
"Other Heating",P&RT,"Solid Fossil Boiler",98-199,High_G,1,131.9
"Other Heating",P&RT,"Solid Fossil Boiler",98-199,Low_G,1,154.5
"Other Heating",P&RT,"Solid Fossil Boiler",200+,High_D,1,90.4
"Other Heating",P&RT,"Solid Fossil Boiler",200+,Low_D,1,103.6
"Other Heating",P&RT,"Solid Fossil Boiler",200+,High_E,1,122.5
"Other Heating",P&RT,"Solid Fossil Boiler",200+,Low_E,1,143.1
"Other Heating",P&RT,"Solid Fossil Boiler",200+,High_F,1,171.4
"Other Heating",P&RT,"Solid Fossil Boiler",200+,Low_F,1,201.8
"Other Heating",P&RT,"Solid Fossil Boiler",200+,High_G,1,241.9
"Other Heating",P&RT,"Solid Fossil Boiler",200+,Low_G,1,284.5
"Other Heating",Smarttherm,"Condensing Gas Boiler",0-72,High_D,1,25.1
"Other Heating",Smarttherm,"Condensing Gas Boiler",0-72,Low_D,1,30.3
"Other Heating",Smarttherm,"Condensing Gas Boiler",0-72,High_E,1,34.3
"Other Heating",Smarttherm,"Condensing Gas Boiler",0-72,Low_E,1,38.9
"Other Heating",Smarttherm,"Condensing Gas Boiler",0-72,High_F,1,43.1
"Other Heating",Smarttherm,"Condensing Gas Boiler",0-72,Low_F,1,47.5
"Other Heating",Smarttherm,"Condensing Gas Boiler",0-72,High_G,1,51.8
"Other Heating",Smarttherm,"Condensing Gas Boiler",0-72,Low_G,1,56.1
"Other Heating",Smarttherm,"Condensing Gas Boiler",73-97,High_D,1,29.1
"Other Heating",Smarttherm,"Condensing Gas Boiler",73-97,Low_D,1,36.2
"Other Heating",Smarttherm,"Condensing Gas Boiler",73-97,High_E,1,42.5
"Other Heating",Smarttherm,"Condensing Gas Boiler",73-97,Low_E,1,47.9
"Other Heating",Smarttherm,"Condensing Gas Boiler",73-97,High_F,1,57.8
"Other Heating",Smarttherm,"Condensing Gas Boiler",73-97,Low_F,1,64.7
"Other Heating",Smarttherm,"Condensing Gas Boiler",73-97,High_G,1,72.3
"Other Heating",Smarttherm,"Condensing Gas Boiler",73-97,Low_G,1,80
"Other Heating",Smarttherm,"Condensing Gas Boiler",98-199,High_D,1,35.1
"Other Heating",Smarttherm,"Condensing Gas Boiler",98-199,Low_D,1,40.9
"Other Heating",Smarttherm,"Condensing Gas Boiler",98-199,High_E,1,48
"Other Heating",Smarttherm,"Condensing Gas Boiler",98-199,Low_E,1,54.9
"Other Heating",Smarttherm,"Condensing Gas Boiler",98-199,High_F,1,62
"Other Heating",Smarttherm,"Condensing Gas Boiler",98-199,Low_F,1,75.7
"Other Heating",Smarttherm,"Condensing Gas Boiler",98-199,High_G,1,85
"Other Heating",Smarttherm,"Condensing Gas Boiler",98-199,Low_G,1,95.4
"Other Heating",Smarttherm,"Condensing Gas Boiler",200+,High_D,1,73.7
"Other Heating",Smarttherm,"Condensing Gas Boiler",200+,Low_D,1,85.3
"Other Heating",Smarttherm,"Condensing Gas Boiler",200+,High_E,1,100.6
"Other Heating",Smarttherm,"Condensing Gas Boiler",200+,Low_E,1,115.3
"Other Heating",Smarttherm,"Condensing Gas Boiler",200+,High_F,1,128.8
"Other Heating",Smarttherm,"Condensing Gas Boiler",200+,Low_F,1,154.7
"Other Heating",Smarttherm,"Condensing Gas Boiler",200+,High_G,1,172.3
"Other Heating",Smarttherm,"Condensing Gas Boiler",200+,Low_G,1,192
"Other Heating",Smarttherm,"Non Condensing Gas Boiler",0-72,High_D,1,26.3
"Other Heating",Smarttherm,"Non Condensing Gas Boiler",0-72,Low_D,1,31.4
"Other Heating",Smarttherm,"Non Condensing Gas Boiler",0-72,High_E,1,37
"Other Heating",Smarttherm,"Non Condensing Gas Boiler",0-72,Low_E,1,40.7
"Other Heating",Smarttherm,"Non Condensing Gas Boiler",0-72,High_F,1,47
"Other Heating",Smarttherm,"Non Condensing Gas Boiler",0-72,Low_F,1,51.6
"Other Heating",Smarttherm,"Non Condensing Gas Boiler",0-72,High_G,1,56.6
"Other Heating",Smarttherm,"Non Condensing Gas Boiler",0-72,Low_G,1,61.6
"Other Heating",Smarttherm,"Non Condensing Gas Boiler",73-97,High_D,1,29.4
"Other Heating",Smarttherm,"Non Condensing Gas Boiler",73-97,Low_D,1,38.4
"Other Heating",Smarttherm,"Non Condensing Gas Boiler",73-97,High_E,1,44.8
"Other Heating",Smarttherm,"Non Condensing Gas Boiler",73-97,Low_E,1,51.9
"Other Heating",Smarttherm,"Non Condensing Gas Boiler",73-97,High_F,1,59.3
"Other Heating",Smarttherm,"Non Condensing Gas Boiler",73-97,Low_F,1,70.7
"Other Heating",Smarttherm,"Non Condensing Gas Boiler",73-97,High_G,1,79.4
"Other Heating",Smarttherm,"Non Condensing Gas Boiler",73-97,Low_G,1,88.7
"Other Heating",Smarttherm,"Non Condensing Gas Boiler",98-199,High_D,1,33.6
"Other Heating",Smarttherm,"Non Condensing Gas Boiler",98-199,Low_D,1,41.1
"Other Heating",Smarttherm,"Non Condensing Gas Boiler",98-199,High_E,1,50.1
"Other Heating",Smarttherm,"Non Condensing Gas Boiler",98-199,Low_E,1,56.8
"Other Heating",Smarttherm,"Non Condensing Gas Boiler",98-199,High_F,1,66.7
"Other Heating",Smarttherm,"Non Condensing Gas Boiler",98-199,Low_F,1,76.1
"Other Heating",Smarttherm,"Non Condensing Gas Boiler",98-199,High_G,1,88.6
"Other Heating",Smarttherm,"Non Condensing Gas Boiler",98-199,Low_G,1,99
"Other Heating",Smarttherm,"Non Condensing Gas Boiler",200+,High_D,1,71.2
"Other Heating",Smarttherm,"Non Condensing Gas Boiler",200+,Low_D,1,86.3
"Other Heating",Smarttherm,"Non Condensing Gas Boiler",200+,High_E,1,99.9
"Other Heating",Smarttherm,"Non Condensing Gas Boiler",200+,Low_E,1,117.8
"Other Heating",Smarttherm,"Non Condensing Gas Boiler",200+,High_F,1,136.5
"Other Heating",Smarttherm,"Non Condensing Gas Boiler",200+,Low_F,1,154.6
"Other Heating",Smarttherm,"Non Condensing Gas Boiler",200+,High_G,1,181.2
"Other Heating",Smarttherm,"Non Condensing Gas Boiler",200+,Low_G,1,202.1
"Other Heating",Smarttherm,"Condensing LPG Boiler",0-72,High_D,1,26.9
"Other Heating",Smarttherm,"Condensing LPG Boiler",0-72,Low_D,1,33.3
"Other Heating",Smarttherm,"Condensing LPG Boiler",0-72,High_E,1,39.5
"Other Heating",Smarttherm,"Condensing LPG Boiler",0-72,Low_E,1,49
"Other Heating",Smarttherm,"Condensing LPG Boiler",0-72,High_F,1,58.5
"Other Heating",Smarttherm,"Condensing LPG Boiler",0-72,Low_F,1,69
"Other Heating",Smarttherm,"Condensing LPG Boiler",0-72,High_G,1,75.8
"Other Heating",Smarttherm,"Condensing LPG Boiler",0-72,Low_G,1,87.6
"Other Heating",Smarttherm,"Condensing LPG Boiler",73-97,High_D,1,30.7
"Other Heating",Smarttherm,"Condensing LPG Boiler",73-97,Low_D,1,38.3
"Other Heating",Smarttherm,"Condensing LPG Boiler",73-97,High_E,1,45.6
"Other Heating",Smarttherm,"Condensing LPG Boiler",73-97,Low_E,1,52.8
"Other Heating",Smarttherm,"Condensing LPG Boiler",73-97,High_F,1,63.6
"Other Heating",Smarttherm,"Condensing LPG Boiler",73-97,Low_F,1,79.1
"Other Heating",Smarttherm,"Condensing LPG Boiler",73-97,High_G,1,96.9
"Other Heating",Smarttherm,"Condensing LPG Boiler",73-97,Low_G,1,119
"Other Heating",Smarttherm,"Condensing LPG Boiler",98-199,High_D,1,33.4
"Other Heating",Smarttherm,"Condensing LPG Boiler",98-199,Low_D,1,42.5
"Other Heating",Smarttherm,"Condensing LPG Boiler",98-199,High_E,1,52
"Other Heating",Smarttherm,"Condensing LPG Boiler",98-199,Low_E,1,62.7
"Other Heating",Smarttherm,"Condensing LPG Boiler",98-199,High_F,1,76.7
"Other Heating",Smarttherm,"Condensing LPG Boiler",98-199,Low_F,1,89.2
"Other Heating",Smarttherm,"Condensing LPG Boiler",98-199,High_G,1,104.8
"Other Heating",Smarttherm,"Condensing LPG Boiler",98-199,Low_G,1,135.3
"Other Heating",Smarttherm,"Condensing LPG Boiler",200+,High_D,1,79.3
"Other Heating",Smarttherm,"Condensing LPG Boiler",200+,Low_D,1,89.2
"Other Heating",Smarttherm,"Condensing LPG Boiler",200+,High_E,1,111.9
"Other Heating",Smarttherm,"Condensing LPG Boiler",200+,Low_E,1,127.3
"Other Heating",Smarttherm,"Condensing LPG Boiler",200+,High_F,1,148
"Other Heating",Smarttherm,"Condensing LPG Boiler",200+,Low_F,1,178.8
"Other Heating",Smarttherm,"Condensing LPG Boiler",200+,High_G,1,208.3
"Other Heating",Smarttherm,"Condensing LPG Boiler",200+,Low_G,1,269.9
"Other Heating",Smarttherm,"Non Condensing LPG Boiler",0-72,High_D,1,24.8
"Other Heating",Smarttherm,"Non Condensing LPG Boiler",0-72,Low_D,1,31.5
"Other Heating",Smarttherm,"Non Condensing LPG Boiler",0-72,High_E,1,39
"Other Heating",Smarttherm,"Non Condensing LPG Boiler",0-72,Low_E,1,46.3
"Other Heating",Smarttherm,"Non Condensing LPG Boiler",0-72,High_F,1,57.4
"Other Heating",Smarttherm,"Non Condensing LPG Boiler",0-72,Low_F,1,68.5
"Other Heating",Smarttherm,"Non Condensing LPG Boiler",0-72,High_G,1,81.3
"Other Heating",Smarttherm,"Non Condensing LPG Boiler",0-72,Low_G,1,98.2
"Other Heating",Smarttherm,"Non Condensing LPG Boiler",73-97,High_D,1,25.2
"Other Heating",Smarttherm,"Non Condensing LPG Boiler",73-97,Low_D,1,36
"Other Heating",Smarttherm,"Non Condensing LPG Boiler",73-97,High_E,1,44.9
"Other Heating",Smarttherm,"Non Condensing LPG Boiler",73-97,Low_E,1,53.4
"Other Heating",Smarttherm,"Non Condensing LPG Boiler",73-97,High_F,1,61.9
"Other Heating",Smarttherm,"Non Condensing LPG Boiler",73-97,Low_F,1,74.5
"Other Heating",Smarttherm,"Non Condensing LPG Boiler",73-97,High_G,1,92.7
"Other Heating",Smarttherm,"Non Condensing LPG Boiler",73-97,Low_G,1,127.9
"Other Heating",Smarttherm,"Non Condensing LPG Boiler",98-199,High_D,1,34.2
"Other Heating",Smarttherm,"Non Condensing LPG Boiler",98-199,Low_D,1,42.6
"Other Heating",Smarttherm,"Non Condensing LPG Boiler",98-199,High_E,1,49.8
"Other Heating",Smarttherm,"Non Condensing LPG Boiler",98-199,Low_E,1,60.9
"Other Heating",Smarttherm,"Non Condensing LPG Boiler",98-199,High_F,1,73.4
"Other Heating",Smarttherm,"Non Condensing LPG Boiler",98-199,Low_F,1,89.8
"Other Heating",Smarttherm,"Non Condensing LPG Boiler",98-199,High_G,1,107.6
"Other Heating",Smarttherm,"Non Condensing LPG Boiler",98-199,Low_G,1,148.6
"Other Heating",Smarttherm,"Non Condensing LPG Boiler",200+,High_D,1,72.4
"Other Heating",Smarttherm,"Non Condensing LPG Boiler",200+,Low_D,1,92.9
"Other Heating",Smarttherm,"Non Condensing LPG Boiler",200+,High_E,1,104.5
"Other Heating",Smarttherm,"Non Condensing LPG Boiler",200+,Low_E,1,131
"Other Heating",Smarttherm,"Non Condensing LPG Boiler",200+,High_F,1,149
"Other Heating",Smarttherm,"Non Condensing LPG Boiler",200+,Low_F,1,173.4
"Other Heating",Smarttherm,"Non Condensing LPG Boiler",200+,High_G,1,209.4
"Other Heating",Smarttherm,"Non Condensing LPG Boiler",200+,Low_G,1,303
"Other Heating",Smarttherm,"Condensing Oil Boiler",0-72,High_D,1,27.5
"Other Heating",Smarttherm,"Condensing Oil Boiler",0-72,Low_D,1,33.4
"Other Heating",Smarttherm,"Condensing Oil Boiler",0-72,High_E,1,38.4
"Other Heating",Smarttherm,"Condensing Oil Boiler",0-72,Low_E,1,43.8
"Other Heating",Smarttherm,"Condensing Oil Boiler",0-72,High_F,1,49.6
"Other Heating",Smarttherm,"Condensing Oil Boiler",0-72,Low_F,1,55.8
"Other Heating",Smarttherm,"Condensing Oil Boiler",0-72,High_G,1,61.6
"Other Heating",Smarttherm,"Condensing Oil Boiler",0-72,Low_G,1,67.6
"Other Heating",Smarttherm,"Condensing Oil Boiler",73-97,High_D,1,31.7
"Other Heating",Smarttherm,"Condensing Oil Boiler",73-97,Low_D,1,38.5
"Other Heating",Smarttherm,"Condensing Oil Boiler",73-97,High_E,1,44.4
"Other Heating",Smarttherm,"Condensing Oil Boiler",73-97,Low_E,1,51.8
"Other Heating",Smarttherm,"Condensing Oil Boiler",73-97,High_F,1,60.1
"Other Heating",Smarttherm,"Condensing Oil Boiler",73-97,Low_F,1,68.6
"Other Heating",Smarttherm,"Condensing Oil Boiler",73-97,High_G,1,81.8
"Other Heating",Smarttherm,"Condensing Oil Boiler",73-97,Low_G,1,91.8
"Other Heating",Smarttherm,"Condensing Oil Boiler",98-199,High_D,1,34.9
"Other Heating",Smarttherm,"Condensing Oil Boiler",98-199,Low_D,1,40.2
"Other Heating",Smarttherm,"Condensing Oil Boiler",98-199,High_E,1,47.6
"Other Heating",Smarttherm,"Condensing Oil Boiler",98-199,Low_E,1,55.3
"Other Heating",Smarttherm,"Condensing Oil Boiler",98-199,High_F,1,65
"Other Heating",Smarttherm,"Condensing Oil Boiler",98-199,Low_F,1,77.2
"Other Heating",Smarttherm,"Condensing Oil Boiler",98-199,High_G,1,88.1
"Other Heating",Smarttherm,"Condensing Oil Boiler",98-199,Low_G,1,102.5
"Other Heating",Smarttherm,"Condensing Oil Boiler",200+,High_D,1,74.2
"Other Heating",Smarttherm,"Condensing Oil Boiler",200+,Low_D,1,85.8
"Other Heating",Smarttherm,"Condensing Oil Boiler",200+,High_E,1,99.8
"Other Heating",Smarttherm,"Condensing Oil Boiler",200+,Low_E,1,115.6
"Other Heating",Smarttherm,"Condensing Oil Boiler",200+,High_F,1,129.2
"Other Heating",Smarttherm,"Condensing Oil Boiler",200+,Low_F,1,149.9
"Other Heating",Smarttherm,"Condensing Oil Boiler",200+,High_G,1,174.5
"Other Heating",Smarttherm,"Condensing Oil Boiler",200+,Low_G,1,209.6
"Other Heating",Smarttherm,"Non Condensing Oil Boiler",0-72,High_D,1,27.5
"Other Heating",Smarttherm,"Non Condensing Oil Boiler",0-72,Low_D,1,33.2
"Other Heating",Smarttherm,"Non Condensing Oil Boiler",0-72,High_E,1,38.6
"Other Heating",Smarttherm,"Non Condensing Oil Boiler",0-72,Low_E,1,44.2
"Other Heating",Smarttherm,"Non Condensing Oil Boiler",0-72,High_F,1,50.7
"Other Heating",Smarttherm,"Non Condensing Oil Boiler",0-72,Low_F,1,56.7
"Other Heating",Smarttherm,"Non Condensing Oil Boiler",0-72,High_G,1,65.4
"Other Heating",Smarttherm,"Non Condensing Oil Boiler",0-72,Low_G,1,72.3
"Other Heating",Smarttherm,"Non Condensing Oil Boiler",73-97,High_D,1,29.1
"Other Heating",Smarttherm,"Non Condensing Oil Boiler",73-97,Low_D,1,35.6
"Other Heating",Smarttherm,"Non Condensing Oil Boiler",73-97,High_E,1,44.3
"Other Heating",Smarttherm,"Non Condensing Oil Boiler",73-97,Low_E,1,52.1
"Other Heating",Smarttherm,"Non Condensing Oil Boiler",73-97,High_F,1,61.4
"Other Heating",Smarttherm,"Non Condensing Oil Boiler",73-97,Low_F,1,70.3
"Other Heating",Smarttherm,"Non Condensing Oil Boiler",73-97,High_G,1,79.4
"Other Heating",Smarttherm,"Non Condensing Oil Boiler",73-97,Low_G,1,97.3
"Other Heating",Smarttherm,"Non Condensing Oil Boiler",98-199,High_D,1,36.2
"Other Heating",Smarttherm,"Non Condensing Oil Boiler",98-199,Low_D,1,42.2
"Other Heating",Smarttherm,"Non Condensing Oil Boiler",98-199,High_E,1,48.8
"Other Heating",Smarttherm,"Non Condensing Oil Boiler",98-199,Low_E,1,54.5
"Other Heating",Smarttherm,"Non Condensing Oil Boiler",98-199,High_F,1,65.7
"Other Heating",Smarttherm,"Non Condensing Oil Boiler",98-199,Low_F,1,78
"Other Heating",Smarttherm,"Non Condensing Oil Boiler",98-199,High_G,1,90.3
"Other Heating",Smarttherm,"Non Condensing Oil Boiler",98-199,Low_G,1,109.1
"Other Heating",Smarttherm,"Non Condensing Oil Boiler",200+,High_D,1,72.6
"Other Heating",Smarttherm,"Non Condensing Oil Boiler",200+,Low_D,1,83.3
"Other Heating",Smarttherm,"Non Condensing Oil Boiler",200+,High_E,1,96.4
"Other Heating",Smarttherm,"Non Condensing Oil Boiler",200+,Low_E,1,112.1
"Other Heating",Smarttherm,"Non Condensing Oil Boiler",200+,High_F,1,129.8
