,,,,,,
"Measure category",Measure_Type,Pre_Main_Heating_Source,"Total Floor Area Band ","Starting Band","Average Treatable Factor","Cost Savings"
"External / Internal Wall Insulation",HWI_cavity_0.6_0.24,N/A,98-199,High_E,0.95,74.9
"External / Internal Wall Insulation",HWI_cavity_0.6_0.24,N/A,98-199,Low_E,0.95,81.7
"External / Internal Wall Insulation",HWI_cavity_0.6_0.24,N/A,98-199,High_F,0.95,91.6
"External / Internal Wall Insulation",HWI_cavity_0.6_0.24,N/A,98-199,Low_F,0.95,102.6
"External / Internal Wall Insulation",HWI_cavity_0.6_0.24,N/A,98-199,High_G,0.95,117.7
"External / Internal Wall Insulation",HWI_cavity_0.6_0.24,N/A,98-199,Low_G,0.95,134.1
"External / Internal Wall Insulation",HWI_cavity_0.6_0.3,N/A,98-199,High_D,0.95,54.7
"External / Internal Wall Insulation",HWI_cavity_0.6_0.3,N/A,98-199,Low_D,0.95,57.5
"External / Internal Wall Insulation",HWI_cavity_0.6_0.3,N/A,98-199,High_E,0.95,62.2
"External / Internal Wall Insulation",HWI_cavity_0.6_0.3,N/A,98-199,Low_E,0.95,67.8
"External / Internal Wall Insulation",HWI_cavity_0.6_0.3,N/A,98-199,High_F,0.95,76
"External / Internal Wall Insulation",HWI_cavity_0.6_0.3,N/A,98-199,Low_F,0.95,85.2
"External / Internal Wall Insulation",HWI_cavity_0.6_0.3,N/A,98-199,High_G,0.95,97.9
"External / Internal Wall Insulation",HWI_cavity_0.6_0.3,N/A,98-199,Low_G,0.95,111.8
"External / Internal Wall Insulation",HWI_cavity_0.45_0.21,N/A,98-199,High_D,0.95,43.8
"External / Internal Wall Insulation",HWI_cavity_0.45_0.21,N/A,98-199,Low_D,0.95,46.2
"External / Internal Wall Insulation",HWI_cavity_0.45_0.21,N/A,98-199,High_E,0.95,50
"External / Internal Wall Insulation",HWI_cavity_0.45_0.21,N/A,98-199,Low_E,0.95,54.5
"External / Internal Wall Insulation",HWI_cavity_0.45_0.21,N/A,98-199,High_F,0.95,61.1
"External / Internal Wall Insulation",HWI_cavity_0.45_0.21,N/A,98-199,Low_F,0.95,68.5
"External / Internal Wall Insulation",HWI_cavity_0.45_0.21,N/A,98-199,High_G,0.95,78.6
"External / Internal Wall Insulation",HWI_cavity_0.45_0.21,N/A,98-199,Low_G,0.95,89.7
"External / Internal Wall Insulation",HWI_cavity_2.0_0.6,N/A,98-199,High_D,0.95,250
"External / Internal Wall Insulation",HWI_cavity_2.0_0.6,N/A,98-199,Low_D,0.95,265.6
"External / Internal Wall Insulation",HWI_cavity_2.0_0.6,N/A,98-199,High_E,0.95,289.6
"External / Internal Wall Insulation",HWI_cavity_2.0_0.6,N/A,98-199,Low_E,0.95,316.8
"External / Internal Wall Insulation",HWI_cavity_2.0_0.6,N/A,98-199,High_F,0.95,355.6
"External / Internal Wall Insulation",HWI_cavity_2.0_0.6,N/A,98-199,Low_F,0.95,398.4
"External / Internal Wall Insulation",HWI_cavity_2.0_0.6,N/A,98-199,High_G,0.95,456.3
"External / Internal Wall Insulation",HWI_cavity_2.0_0.6,N/A,98-199,Low_G,0.95,518.9
"External / Internal Wall Insulation",HWI_cavity_2.0_0.35,N/A,98-199,High_D,0.95,299.2
"External / Internal Wall Insulation",HWI_cavity_2.0_0.35,N/A,98-199,Low_D,0.95,317.4
"External / Internal Wall Insulation",HWI_cavity_2.0_0.35,N/A,98-199,High_E,0.95,345.6
"External / Internal Wall Insulation",HWI_cavity_2.0_0.35,N/A,98-199,Low_E,0.95,377.5
"External / Internal Wall Insulation",HWI_cavity_2.0_0.35,N/A,98-199,High_F,0.95,423.1
"External / Internal Wall Insulation",HWI_cavity_2.0_0.35,N/A,98-199,Low_F,0.95,473.3
"External / Internal Wall Insulation",HWI_cavity_2.0_0.35,N/A,98-199,High_G,0.95,541.3
"External / Internal Wall Insulation",HWI_cavity_2.0_0.35,N/A,98-199,Low_G,0.95,614.9
"External / Internal Wall Insulation",HWI_cavity_2.0_0.25,N/A,98-199,High_D,0.95,319.3
"External / Internal Wall Insulation",HWI_cavity_2.0_0.25,N/A,98-199,Low_D,0.95,338.7
"External / Internal Wall Insulation",HWI_cavity_2.0_0.25,N/A,98-199,High_E,0.95,368.5
"External / Internal Wall Insulation",HWI_cavity_2.0_0.25,N/A,98-199,Low_E,0.95,402.4
"External / Internal Wall Insulation",HWI_cavity_2.0_0.25,N/A,98-199,High_F,0.95,450.6
"External / Internal Wall Insulation",HWI_cavity_2.0_0.25,N/A,98-199,Low_F,0.95,503.8
"External / Internal Wall Insulation",HWI_cavity_2.0_0.25,N/A,98-199,High_G,0.95,575.9
"External / Internal Wall Insulation",HWI_cavity_2.0_0.25,N/A,98-199,Low_G,0.95,653.9
"External / Internal Wall Insulation",HWI_cavity_2.0_0.3,N/A,98-199,High_D,0.95,309.2
"External / Internal Wall Insulation",HWI_cavity_2.0_0.3,N/A,98-199,Low_D,0.95,328
"External / Internal Wall Insulation",HWI_cavity_2.0_0.3,N/A,98-199,High_E,0.95,357
"External / Internal Wall Insulation",HWI_cavity_2.0_0.3,N/A,98-199,Low_E,0.95,389.9
"External / Internal Wall Insulation",HWI_cavity_2.0_0.3,N/A,98-199,High_F,0.95,436.8
"External / Internal Wall Insulation",HWI_cavity_2.0_0.3,N/A,98-199,Low_F,0.95,488.5
"External / Internal Wall Insulation",HWI_cavity_2.0_0.3,N/A,98-199,High_G,0.95,558.6
"External / Internal Wall Insulation",HWI_cavity_2.0_0.3,N/A,98-199,Low_G,0.95,634.3
"External / Internal Wall Insulation",HWI_solid_1.7_0.55,N/A,200+,High_B,0.95,293.8
"External / Internal Wall Insulation",HWI_solid_1.7_0.55,N/A,200+,Low_B,0.95,297.9
"External / Internal Wall Insulation",HWI_solid_1.7_0.55,N/A,200+,High_C,0.95,306.6
"External / Internal Wall Insulation",HWI_solid_1.7_0.55,N/A,200+,Low_C,0.95,317.5
"External / Internal Wall Insulation",HWI_solid_1.7_0.55,N/A,200+,High_D,0.95,335.9
"External / Internal Wall Insulation",HWI_solid_1.7_0.55,N/A,200+,Low_D,0.95,357.4
"External / Internal Wall Insulation",HWI_solid_1.7_0.55,N/A,200+,High_E,0.95,389.8
"External / Internal Wall Insulation",HWI_solid_1.7_0.55,N/A,200+,Low_E,0.95,426.1
"External / Internal Wall Insulation",HWI_solid_1.7_0.55,N/A,200+,High_F,0.95,477.2
"External / Internal Wall Insulation",HWI_solid_1.7_0.55,N/A,200+,Low_F,0.95,533
"External / Internal Wall Insulation",HWI_solid_1.7_0.55,N/A,200+,High_G,0.95,608.1
"External / Internal Wall Insulation",HWI_solid_1.7_0.55,N/A,200+,Low_G,0.95,688.9
"External / Internal Wall Insulation",HWI_solid_1.7_0.23,N/A,200+,High_B,0.95,385.1
"External / Internal Wall Insulation",HWI_solid_1.7_0.23,N/A,200+,Low_B,0.95,390.3
"External / Internal Wall Insulation",HWI_solid_1.7_0.23,N/A,200+,High_C,0.95,401.3
"External / Internal Wall Insulation",HWI_solid_1.7_0.23,N/A,200+,Low_C,0.95,415.2
"External / Internal Wall Insulation",HWI_solid_1.7_0.23,N/A,200+,High_D,0.95,438.5
"External / Internal Wall Insulation",HWI_solid_1.7_0.23,N/A,200+,Low_D,0.95,465.9
"External / Internal Wall Insulation",HWI_solid_1.7_0.23,N/A,200+,High_E,0.95,507.1
"External / Internal Wall Insulation",HWI_solid_1.7_0.23,N/A,200+,Low_E,0.95,553.2
"External / Internal Wall Insulation",HWI_solid_1.7_0.23,N/A,200+,High_F,0.95,618.2
"External / Internal Wall Insulation",HWI_solid_1.7_0.23,N/A,200+,Low_F,0.95,689.2
"External / Internal Wall Insulation",HWI_solid_1.7_0.23,N/A,200+,High_G,0.95,784.7
"External / Internal Wall Insulation",HWI_solid_1.7_0.23,N/A,200+,Low_G,0.95,887.4
"External / Internal Wall Insulation",HWI_solid_1.7_0.3,N/A,200+,High_B,0.95,364.7
"External / Internal Wall Insulation",HWI_solid_1.7_0.3,N/A,200+,Low_B,0.95,369.6
"External / Internal Wall Insulation",HWI_solid_1.7_0.3,N/A,200+,High_C,0.95,380.2
"External / Internal Wall Insulation",HWI_solid_1.7_0.3,N/A,200+,Low_C,0.95,393.4
"External / Internal Wall Insulation",HWI_solid_1.7_0.3,N/A,200+,High_D,0.95,415.6
"External / Internal Wall Insulation",HWI_solid_1.7_0.3,N/A,200+,Low_D,0.95,441.7
"External / Internal Wall Insulation",HWI_solid_1.7_0.3,N/A,200+,High_E,0.95,481
"External / Internal Wall Insulation",HWI_solid_1.7_0.3,N/A,200+,Low_E,0.95,524.9
"External / Internal Wall Insulation",HWI_solid_1.7_0.3,N/A,200+,High_F,0.95,586.8
"External / Internal Wall Insulation",HWI_solid_1.7_0.3,N/A,200+,Low_F,0.95,654.5
"External / Internal Wall Insulation",HWI_solid_1.7_0.3,N/A,200+,High_G,0.95,745.5
"External / Internal Wall Insulation",HWI_solid_1.7_0.3,N/A,200+,Low_G,0.95,843.4
"External / Internal Wall Insulation",HWI_solid_1.7_0.6,N/A,200+,High_B,0.95,280
"External / Internal Wall Insulation",HWI_solid_1.7_0.6,N/A,200+,Low_B,0.95,283.9
"External / Internal Wall Insulation",HWI_solid_1.7_0.6,N/A,200+,High_C,0.95,292.2
"External / Internal Wall Insulation",HWI_solid_1.7_0.6,N/A,200+,Low_C,0.95,302.7
"External / Internal Wall Insulation",HWI_solid_1.7_0.6,N/A,200+,High_D,0.95,320.3
"External / Internal Wall Insulation",HWI_solid_1.7_0.6,N/A,200+,Low_D,0.95,340.9
"External / Internal Wall Insulation",HWI_solid_1.7_0.6,N/A,200+,High_E,0.95,371.9
"External / Internal Wall Insulation",HWI_solid_1.7_0.6,N/A,200+,Low_E,0.95,406.7
"External / Internal Wall Insulation",HWI_solid_1.7_0.6,N/A,200+,High_F,0.95,455.6
"External / Internal Wall Insulation",HWI_solid_1.7_0.6,N/A,200+,Low_F,0.95,509.1
"External / Internal Wall Insulation",HWI_solid_1.7_0.6,N/A,200+,High_G,0.95,581
"External / Internal Wall Insulation",HWI_solid_1.7_0.6,N/A,200+,Low_G,0.95,658.4
"External / Internal Wall Insulation",HWI_solid_1.0_0.45,N/A,200+,High_B,0.95,142
"External / Internal Wall Insulation",HWI_solid_1.0_0.45,N/A,200+,Low_B,0.95,143.5
"External / Internal Wall Insulation",HWI_solid_1.0_0.45,N/A,200+,High_C,0.95,147.1
"External / Internal Wall Insulation",HWI_solid_1.0_0.45,N/A,200+,Low_C,0.95,151.9
"External / Internal Wall Insulation",HWI_solid_1.0_0.45,N/A,200+,High_D,0.95,160.2
"External / Internal Wall Insulation",HWI_solid_1.0_0.45,N/A,200+,Low_D,0.95,170.1
"External / Internal Wall Insulation",HWI_solid_1.0_0.45,N/A,200+,High_E,0.95,185.1
"External / Internal Wall Insulation",HWI_solid_1.0_0.45,N/A,200+,Low_E,0.95,202.2
"External / Internal Wall Insulation",HWI_solid_1.0_0.45,N/A,200+,High_F,0.95,226.3
"External / Internal Wall Insulation",HWI_solid_1.0_0.45,N/A,200+,Low_F,0.95,252.7
"External / Internal Wall Insulation",HWI_solid_1.0_0.45,N/A,200+,High_G,0.95,288.5
"External / Internal Wall Insulation",HWI_solid_1.0_0.45,N/A,200+,Low_G,0.95,327.1
"External / Internal Wall Insulation",HWI_solid_1.0_0.3,N/A,200+,High_B,0.95,182.9
"External / Internal Wall Insulation",HWI_solid_1.0_0.3,N/A,200+,Low_B,0.95,184.7
"External / Internal Wall Insulation",HWI_solid_1.0_0.3,N/A,200+,High_C,0.95,189.3
"External / Internal Wall Insulation",HWI_solid_1.0_0.3,N/A,200+,Low_C,0.95,195.3
"External / Internal Wall Insulation",HWI_solid_1.0_0.3,N/A,200+,High_D,0.95,205.8
"External / Internal Wall Insulation",HWI_solid_1.0_0.3,N/A,200+,Low_D,0.95,218.3
"External / Internal Wall Insulation",HWI_solid_1.0_0.3,N/A,200+,High_E,0.95,237.4
"External / Internal Wall Insulation",HWI_solid_1.0_0.3,N/A,200+,Low_E,0.95,258.9
"External / Internal Wall Insulation",HWI_solid_1.0_0.3,N/A,200+,High_F,0.95,289.5
"External / Internal Wall Insulation",HWI_solid_1.0_0.3,N/A,200+,Low_F,0.95,323.2
"External / Internal Wall Insulation",HWI_solid_1.0_0.3,N/A,200+,High_G,0.95,368.6
"External / Internal Wall Insulation",HWI_solid_1.0_0.3,N/A,200+,Low_G,0.95,417.6
"External / Internal Wall Insulation",HWI_solid_1.0_0.6,N/A,200+,High_B,0.95,102.1
"External / Internal Wall Insulation",HWI_solid_1.0_0.6,N/A,200+,Low_B,0.95,103.2
"External / Internal Wall Insulation",HWI_solid_1.0_0.6,N/A,200+,High_C,0.95,105.9
"External / Internal Wall Insulation",HWI_solid_1.0_0.6,N/A,200+,Low_C,0.95,109.4
"External / Internal Wall Insulation",HWI_solid_1.0_0.6,N/A,200+,High_D,0.95,115.5
"External / Internal Wall Insulation",HWI_solid_1.0_0.6,N/A,200+,Low_D,0.95,122.8
"External / Internal Wall Insulation",HWI_solid_1.0_0.6,N/A,200+,High_E,0.95,133.8
"External / Internal Wall Insulation",HWI_solid_1.0_0.6,N/A,200+,Low_E,0.95,146.2
"External / Internal Wall Insulation",HWI_solid_1.0_0.6,N/A,200+,High_F,0.95,163.8
"External / Internal Wall Insulation",HWI_solid_1.0_0.6,N/A,200+,Low_F,0.95,183.1
"External / Internal Wall Insulation",HWI_solid_1.0_0.6,N/A,200+,High_G,0.95,209.2
"External / Internal Wall Insulation",HWI_solid_1.0_0.6,N/A,200+,Low_G,0.95,237.4
"External / Internal Wall Insulation",HWI_solid_0.6_0.24,N/A,200+,High_B,0.95,95.1
"External / Internal Wall Insulation",HWI_solid_0.6_0.24,N/A,200+,Low_B,0.95,95.8
"External / Internal Wall Insulation",HWI_solid_0.6_0.24,N/A,200+,High_C,0.95,97.8
"External / Internal Wall Insulation",HWI_solid_0.6_0.24,N/A,200+,Low_C,0.95,100.7
"External / Internal Wall Insulation",HWI_solid_0.6_0.24,N/A,200+,High_D,0.95,105.9
"External / Internal Wall Insulation",HWI_solid_0.6_0.24,N/A,200+,Low_D,0.95,112.1
"External / Internal Wall Insulation",HWI_solid_0.6_0.24,N/A,200+,High_E,0.95,121.7
"External / Internal Wall Insulation",HWI_solid_0.6_0.24,N/A,200+,Low_E,0.95,132.7
"External / Internal Wall Insulation",HWI_solid_0.6_0.24,N/A,200+,High_F,0.95,148.3
"External / Internal Wall Insulation",HWI_solid_0.6_0.24,N/A,200+,Low_F,0.95,165.5
"External / Internal Wall Insulation",HWI_solid_0.6_0.24,N/A,200+,High_G,0.95,188.9
"External / Internal Wall Insulation",HWI_solid_0.6_0.24,N/A,200+,Low_G,0.95,214.1
"External / Internal Wall Insulation",HWI_solid_0.6_0.3,N/A,200+,High_B,0.95,78.8
"External / Internal Wall Insulation",HWI_solid_0.6_0.3,N/A,200+,Low_B,0.95,79.4
"External / Internal Wall Insulation",HWI_solid_0.6_0.3,N/A,200+,High_C,0.95,81.2
"External / Internal Wall Insulation",HWI_solid_0.6_0.3,N/A,200+,Low_C,0.95,83.6
"External / Internal Wall Insulation",HWI_solid_0.6_0.3,N/A,200+,High_D,0.95,87.9
"External / Internal Wall Insulation",HWI_solid_0.6_0.3,N/A,200+,Low_D,0.95,93.1
"External / Internal Wall Insulation",HWI_solid_0.6_0.3,N/A,200+,High_E,0.95,101.1
"External / Internal Wall Insulation",HWI_solid_0.6_0.3,N/A,200+,Low_E,0.95,110.3
"External / Internal Wall Insulation",HWI_solid_0.6_0.3,N/A,200+,High_F,0.95,123.3
"External / Internal Wall Insulation",HWI_solid_0.6_0.3,N/A,200+,Low_F,0.95,137.7
"External / Internal Wall Insulation",HWI_solid_0.6_0.3,N/A,200+,High_G,0.95,157.1
"External / Internal Wall Insulation",HWI_solid_0.6_0.3,N/A,200+,Low_G,0.95,178.2
"External / Internal Wall Insulation",HWI_solid_0.45_0.21,N/A,200+,High_B,0.95,63.5
"External / Internal Wall Insulation",HWI_solid_0.45_0.21,N/A,200+,Low_B,0.95,64
"External / Internal Wall Insulation",HWI_solid_0.45_0.21,N/A,200+,High_C,0.95,65.4
"External / Internal Wall Insulation",HWI_solid_0.45_0.21,N/A,200+,Low_C,0.95,67.3
"External / Internal Wall Insulation",HWI_solid_0.45_0.21,N/A,200+,High_D,0.95,70.7
"External / Internal Wall Insulation",HWI_solid_0.45_0.21,N/A,200+,Low_D,0.95,74.9
"External / Internal Wall Insulation",HWI_solid_0.45_0.21,N/A,200+,High_E,0.95,81.3
"External / Internal Wall Insulation",HWI_solid_0.45_0.21,N/A,200+,Low_E,0.95,88.6
"External / Internal Wall Insulation",HWI_solid_0.45_0.21,N/A,200+,High_F,0.95,99.1
"External / Internal Wall Insulation",HWI_solid_0.45_0.21,N/A,200+,Low_F,0.95,110.7
"External / Internal Wall Insulation",HWI_solid_0.45_0.21,N/A,200+,High_G,0.95,126.3
"External / Internal Wall Insulation",HWI_solid_0.45_0.21,N/A,200+,Low_G,0.95,143.3
"External / Internal Wall Insulation",HWI_solid_2.0_0.6,N/A,200+,High_B,0.95,353.9
"External / Internal Wall Insulation",HWI_solid_2.0_0.6,N/A,200+,Low_B,0.95,359.2
"External / Internal Wall Insulation",HWI_solid_2.0_0.6,N/A,200+,High_C,0.95,370.2
"External / Internal Wall Insulation",HWI_solid_2.0_0.6,N/A,200+,Low_C,0.95,383.9
"External / Internal Wall Insulation",HWI_solid_2.0_0.6,N/A,200+,High_D,0.95,406.7
"External / Internal Wall Insulation",HWI_solid_2.0_0.6,N/A,200+,Low_D,0.95,433.4
"External / Internal Wall Insulation",HWI_solid_2.0_0.6,N/A,200+,High_E,0.95,473.4
"External / Internal Wall Insulation",HWI_solid_2.0_0.6,N/A,200+,Low_E,0.95,518.1
"External / Internal Wall Insulation",HWI_solid_2.0_0.6,N/A,200+,High_F,0.95,581.1
"External / Internal Wall Insulation",HWI_solid_2.0_0.6,N/A,200+,Low_F,0.95,649.7
"External / Internal Wall Insulation",HWI_solid_2.0_0.6,N/A,200+,High_G,0.95,742
"External / Internal Wall Insulation",HWI_solid_2.0_0.6,N/A,200+,Low_G,0.95,841.2
"External / Internal Wall Insulation",HWI_solid_2.0_0.35,N/A,200+,High_B,0.95,425.3
"External / Internal Wall Insulation",HWI_solid_2.0_0.35,N/A,200+,Low_B,0.95,431.4
"External / Internal Wall Insulation",HWI_solid_2.0_0.35,N/A,200+,High_C,0.95,444.2
"External / Internal Wall Insulation",HWI_solid_2.0_0.35,N/A,200+,Low_C,0.95,460.2
"External / Internal Wall Insulation",HWI_solid_2.0_0.35,N/A,200+,High_D,0.95,486.9
"External / Internal Wall Insulation",HWI_solid_2.0_0.35,N/A,200+,Low_D,0.95,518.2
"External / Internal Wall Insulation",HWI_solid_2.0_0.35,N/A,200+,High_E,0.95,565.2
"External / Internal Wall Insulation",HWI_solid_2.0_0.35,N/A,200+,Low_E,0.95,617.7
"External / Internal Wall Insulation",HWI_solid_2.0_0.35,N/A,200+,High_F,0.95,691.6
"External / Internal Wall Insulation",HWI_solid_2.0_0.35,N/A,200+,Low_F,0.95,772.3
"External / Internal Wall Insulation",HWI_solid_2.0_0.35,N/A,200+,High_G,0.95,880.8
"External / Internal Wall Insulation",HWI_solid_2.0_0.35,N/A,200+,Low_G,0.95,997.4
"External / Internal Wall Insulation",HWI_solid_2.0_0.25,N/A,200+,High_B,0.95,454.7
"External / Internal Wall Insulation",HWI_solid_2.0_0.25,N/A,200+,Low_B,0.95,461.2
"External / Internal Wall Insulation",HWI_solid_2.0_0.25,N/A,200+,High_C,0.95,474.7
"External / Internal Wall Insulation",HWI_solid_2.0_0.25,N/A,200+,Low_C,0.95,491.6
"External / Internal Wall Insulation",HWI_solid_2.0_0.25,N/A,200+,High_D,0.95,519.9
"External / Internal Wall Insulation",HWI_solid_2.0_0.25,N/A,200+,Low_D,0.95,553
"External / Internal Wall Insulation",HWI_solid_2.0_0.25,N/A,200+,High_E,0.95,602.8
"External / Internal Wall Insulation",HWI_solid_2.0_0.25,N/A,200+,Low_E,0.95,658.5
"External / Internal Wall Insulation",HWI_solid_2.0_0.25,N/A,200+,High_F,0.95,736.9
"External / Internal Wall Insulation",HWI_solid_2.0_0.25,N/A,200+,Low_F,0.95,822.4
"External / Internal Wall Insulation",HWI_solid_2.0_0.25,N/A,200+,High_G,0.95,937.5
"External / Internal Wall Insulation",HWI_solid_2.0_0.25,N/A,200+,Low_G,0.95,1061.1
"External / Internal Wall Insulation",HWI_solid_2.0_0.3,N/A,200+,High_B,0.95,439.9
"External / Internal Wall Insulation",HWI_solid_2.0_0.3,N/A,200+,Low_B,0.95,446.2
"External / Internal Wall Insulation",HWI_solid_2.0_0.3,N/A,200+,High_C,0.95,459.4
"External / Internal Wall Insulation",HWI_solid_2.0_0.3,N/A,200+,Low_C,0.95,475.8
"External / Internal Wall Insulation",HWI_solid_2.0_0.3,N/A,200+,High_D,0.95,503.4
"External / Internal Wall Insulation",HWI_solid_2.0_0.3,N/A,200+,Low_D,0.95,535.5
"External / Internal Wall Insulation",HWI_solid_2.0_0.3,N/A,200+,High_E,0.95,583.9
"External / Internal Wall Insulation",HWI_solid_2.0_0.3,N/A,200+,Low_E,0.95,638
"External / Internal Wall Insulation",HWI_solid_2.0_0.3,N/A,200+,High_F,0.95,714.2
"External / Internal Wall Insulation",HWI_solid_2.0_0.3,N/A,200+,Low_F,0.95,797.3
"External / Internal Wall Insulation",HWI_solid_2.0_0.3,N/A,200+,High_G,0.95,909.1
"External / Internal Wall Insulation",HWI_solid_2.0_0.3,N/A,200+,Low_G,0.95,1029.2
"External / Internal Wall Insulation",HWI_cavity_1.7_0.55,N/A,200+,High_D,0.95,335.9
"External / Internal Wall Insulation",HWI_cavity_1.7_0.55,N/A,200+,Low_D,0.95,357.4
"External / Internal Wall Insulation",HWI_cavity_1.7_0.55,N/A,200+,High_E,0.95,389.8
"External / Internal Wall Insulation",HWI_cavity_1.7_0.55,N/A,200+,Low_E,0.95,426.1
"External / Internal Wall Insulation",HWI_cavity_1.7_0.55,N/A,200+,High_F,0.95,477.2
"External / Internal Wall Insulation",HWI_cavity_1.7_0.55,N/A,200+,Low_F,0.95,533
"External / Internal Wall Insulation",HWI_cavity_1.7_0.55,N/A,200+,High_G,0.95,608.1
"External / Internal Wall Insulation",HWI_cavity_1.7_0.55,N/A,200+,Low_G,0.95,688.9
"External / Internal Wall Insulation",HWI_cavity_1.7_0.23,N/A,200+,High_D,0.95,438.5
"External / Internal Wall Insulation",HWI_cavity_1.7_0.23,N/A,200+,Low_D,0.95,465.9
"External / Internal Wall Insulation",HWI_cavity_1.7_0.23,N/A,200+,High_E,0.95,507.1
"External / Internal Wall Insulation",HWI_cavity_1.7_0.23,N/A,200+,Low_E,0.95,553.2
"External / Internal Wall Insulation",HWI_cavity_1.7_0.23,N/A,200+,High_F,0.95,618.2
"External / Internal Wall Insulation",HWI_cavity_1.7_0.23,N/A,200+,Low_F,0.95,689.2
"External / Internal Wall Insulation",HWI_cavity_1.7_0.23,N/A,200+,High_G,0.95,784.7
"External / Internal Wall Insulation",HWI_cavity_1.7_0.23,N/A,200+,Low_G,0.95,887.4
"External / Internal Wall Insulation",HWI_cavity_1.7_0.3,N/A,200+,High_D,0.95,415.6
"External / Internal Wall Insulation",HWI_cavity_1.7_0.3,N/A,200+,Low_D,0.95,441.7
"External / Internal Wall Insulation",HWI_cavity_1.7_0.3,N/A,200+,High_E,0.95,481
"External / Internal Wall Insulation",HWI_cavity_1.7_0.3,N/A,200+,Low_E,0.95,524.9
"External / Internal Wall Insulation",HWI_cavity_1.7_0.3,N/A,200+,High_F,0.95,586.8
"External / Internal Wall Insulation",HWI_cavity_1.7_0.3,N/A,200+,Low_F,0.95,654.5
"External / Internal Wall Insulation",HWI_cavity_1.7_0.3,N/A,200+,High_G,0.95,745.5
"External / Internal Wall Insulation",HWI_cavity_1.7_0.3,N/A,200+,Low_G,0.95,843.4
"External / Internal Wall Insulation",HWI_cavity_1.7_0.6,N/A,200+,High_D,0.95,320.3
"External / Internal Wall Insulation",HWI_cavity_1.7_0.6,N/A,200+,Low_D,0.95,340.9
"External / Internal Wall Insulation",HWI_cavity_1.7_0.6,N/A,200+,High_E,0.95,371.9
"External / Internal Wall Insulation",HWI_cavity_1.7_0.6,N/A,200+,Low_E,0.95,406.7
"External / Internal Wall Insulation",HWI_cavity_1.7_0.6,N/A,200+,High_F,0.95,455.6
"External / Internal Wall Insulation",HWI_cavity_1.7_0.6,N/A,200+,Low_F,0.95,509.1
"External / Internal Wall Insulation",HWI_cavity_1.7_0.6,N/A,200+,High_G,0.95,581
"External / Internal Wall Insulation",HWI_cavity_1.7_0.6,N/A,200+,Low_G,0.95,658.4
"External / Internal Wall Insulation",HWI_cavity_1.0_0.45,N/A,200+,High_D,0.95,160.2
